"CD_TOPIC";"LB_TOPIC_DESC";"CD_DIVISION";"LB_DIVISION_DESC"
"BG-12-2014-1";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth";"EU.3.2.";"Food security, sustainable agriculture and forestry, marine and maritime and inland water research and the bioeconomy"
"BG-12-2015";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"BG-12-2015";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth";"EU.3.2.";"Food security, sustainable agriculture and forestry, marine and maritime and inland water research and the bioeconomy"
"BG-12-2015-1";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"BG-12-2015-1";"Supporting SMEs efforts for the development - deployment and market replication of innovative solutions for blue growth";"EU.3.2.";"Food security, sustainable agriculture and forestry, marine and maritime and inland water research and the bioeconomy"
"BG-12-2016";"Towards an integrated Mediterranean Sea Observing System";"EU.3.2.5.";"Cross-cutting marine and maritime research"
"BG-13-2014";"Ocean literacy – Engaging with society – Social Innovation";"EU.3.2.";"Food security, sustainable agriculture and forestry, marine and maritime and inland water research and the bioeconomy"
"BG-13-2016";"Support to the BLUEMED Initiative: Coordination of marine and maritime research and innovation activities in the Mediterranean";"EU.3.2.5.";"Cross-cutting marine and maritime research"
"BG-14-2014";"Supporting international cooperation initiatives:  Atlantic Ocean Cooperation Research Alliance";"EU.3.2.";"Food security, sustainable agriculture and forestry, marine and maritime and inland water research and the bioeconomy"
"BG-14-2014";"Supporting international cooperation initiatives:  Atlantic Ocean Cooperation Research Alliance";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"BG-14-2017";"Monitoring and assessing fish stocks, other pelagic species and habitats with an automated, non-invasive, opto-acoustic system.";"EU.3.2.5.3.";"Cross-cutting concepts and technologies enabling maritime growth"
"BG-15-2014";"European polar research cooperation";"EU.3.2.";"Food security, sustainable agriculture and forestry, marine and maritime and inland water research and the bioeconomy"
"BG-15-2014";"European polar research cooperation";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"BG-16-2015";"Coordination action in support of the implementation of the Joint Programming Initiative on 'Healthy and Productive Seas and Oceans'";"EU.3.2.";"Food security, sustainable agriculture and forestry, marine and maritime and inland water research and the bioeconomy"
"Biotec";"Biotec";"EU.2.1.4.";"Biotechnology"
"BIOTEC-01-2016";"ERA-NET Cofund on Biotechnologies";"EU.2.1.4.";"Biotechnology"
"BIOTEC-01-2018";"Standardisation in Synthetic Biology (CSA)";"EU.2.1.4.";"Biotechnology"
"BIOTEC-02-2016";"Bioconversion of non-agricultural waste into biomolecules for industrial applications";"EU.2.1.4.";"Biotechnology"
"BIOTEC-02-2019";"Boosting the efficiency of photosynthesis (RIA)";"EU.2.1.4.";"Biotechnology"
"BIOTEC-03-2016";"Microbial chassis platforms with optimized metabolic pathways for industrial innovations through systems biology";"EU.2.1.4.";"Biotechnology"
"BIOTEC-03-2018";"Synthetic biology to expand diversity of nature's chemical production (RIA)";"EU.2.1.4.";"Biotechnology"
"BIOTEC-04-2016";"KET Biotechnology foresight identifying gaps and high-value opportunities for the EU industry";"EU.2.1.4.";"Biotechnology"
"BIOTEC-05-2017";"Microbial platforms for CO2-reuse processes in the low-carbon economy";"EU.2.1.4.";"Biotechnology"
"BIOTEC-06-2017";"Optimisation of biocatalysis and downstream processing for the sustainable production of high value-added platform chemicals";"EU.2.1.4.";"Biotechnology"
"BIOTEC-07-2017";"New Plant Breeding Techniques (NPBT) in molecular farming: Multipurpose crops for industrial bioproducts";"EU.2.1.4.";"Biotechnology"
"BIOTEC-08-2017";"Support for enhancing and demonstrating the impact of KET Biotechnology projects";"EU.2.1.4.";"Biotechnology"
"BIOTEC-1-2014";"Synthetic biology – construction of organisms for new products and processes";"EU.2.1.4.";"Biotechnology"
"BIOTEC-2-2015";"New bioinformatics approaches in service of biotechnology";"EU.2.1.4.";"Biotechnology"
"BIOTEC-3-2014";"Widening industrial application of enzymatic processes";"EU.2.1.4.";"Biotechnology"
"BIOTEC-4-2014";"Downstream processes unlocking biotechnological transformations";"EU.2.1.4.";"Biotechnology"
"BIOTEC-5a-2014";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.1.4.";"Biotechnology"
"BIOTEC-5a-2014";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"BIOTEC-5a-2014-1";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.1.4.";"Biotechnology"
"BIOTEC-5a-2014-1";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"BIOTEC-5b-2015";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.1.4.";"Biotechnology"
"BIOTEC-5b-2015";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"BIOTEC-5b-2015-1";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.1.4.";"Biotechnology"
"BIOTEC-5b-2015-1";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"BIOTEC-6-2015";"Metagenomics as innovation driver";"EU.2.1.4.";"Biotechnology"
"BIR-1-2014";"Boosting the Investment-Readiness of SMEs and Small Midcaps";"EU.2.2.";"Access to risk finance"
"Capital-01-2015";"INNOVATION CAPITAL 2015 PRIZE";"EU.3.6.";"Europe in a changing world - inclusive, innovative and reflective societies"
"CBBA-01-2016";"Awareness-raising and capacity-building for business angels and other early-stage investors";"EU.2.2.";"Access to risk finance"
"CBTT-1-2014";"Capacity-Building in Technology Transfer";"EU.2.2.";"Access to risk finance"
"CE-BG-06-2019";"Sustainable solutions for bio-based plastics on land and sea";"EU.3.2.5.3.";"Cross-cutting concepts and technologies enabling maritime growth"
"CE-BIOTEC-04-2018";"New biotechnologies for environmental remediation (RIA)";"EU.2.1.4.";"Biotechnology"
"CE-BIOTEC-05-2019";"Microorganism communities for plastics bio-degradation (RIA)";"EU.2.1.4.";"Biotechnology"
"CE-NMBP-24-2018";"Catalytic transformation of hydrocarbons (RIA)";"EU.2.1.2.";"Nanotechnologies"
"CE-NMBP-24-2018";"Catalytic transformation of hydrocarbons (RIA)";"EU.2.1.3.";"Advanced materials"
"CE-NMBP-25-2019";"Photocatalytic synthesis (RIA)";"EU.2.1.2.";"Nanotechnologies"
"CE-NMBP-25-2019";"Photocatalytic synthesis (RIA)";"EU.2.1.3.";"Advanced materials"
"CE-NMBP-26-2018";"Smart plastic materials with intrinsic recycling properties by design (RIA)";"EU.2.1.2.";"Nanotechnologies"
"CE-NMBP-26-2018";"Smart plastic materials with intrinsic recycling properties by design (RIA)";"EU.2.1.3.";"Advanced materials"
"CE-RUR-08-2018-2019-2020";"Closing nutrient cycles";"EU.3.2.1.1.";"Increasing production efficiency and coping with climate change, while ensuring sustainability and resilience"
"CE-RUR-08-2018-2019-2020";"Closing nutrient cycles";"EU.3.2.4.1.";"Fostering the bio-economy for bio-based industries"
"CE-RUR-10-2019";"Circular bio-based business models for rural communities";"EU.3.2.4.1.";"Fostering the bio-economy for bio-based industries"
"CE-SC3-NZE-2-2018";"Conversion of captured CO2";"EU.3.3.2.";"Low-cost, low-carbon energy supply"
"CE-SC5-01-2018";"Methods to remove hazardous substances and contaminants from secondary raw materials";"EU.3.5.3.2.";"Promote the sustainable supply and use of raw materials, including mineral resources, from land and sea, covering exploration, extraction, processing, re-use, recycling and recovery"
"CE-SC5-01-2018";"Methods to remove hazardous substances and contaminants from secondary raw materials";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CE-SC5-02-2018";"Independent testing programme on premature obsolescence";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CE-SC5-03-2018";"Demonstrating systemic urban development for circular and regenerative cities";"EU.3.5.2.";"Protection of the environment, sustainable management of natural resources, water , biodiversity and ecosystems"
"CE-SC5-03-2018";"Demonstrating systemic urban development for circular and regenerative cities";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CE-SC5-04-2019";"Building a water-smart economy and society";"EU.3.5.2.2.";"Developing integrated approaches to address water-related challenges and the transition to sustainable management and use of water resources and services"
"CE-SC5-04-2019";"Building a water-smart economy and society";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CE-SC5-05-2018";"Coordinated approaches to funding and promotion of research and innovation for the circular economy";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CE-SC5-06-2018";"New technologies for the enhanced recovery of by-products";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"CE-SC5-07-2018-2019-2020";"Raw materials innovation for the circular economy: sustainable processing, reuse, recycling and recovery schemes";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"CE-SC5-08-2018-2019-2020";"Raw materials policy support actions for the circular economy";"EU.3.5.3.";" Ensuring the sustainable supply of non-energy and non-agricultural raw materials"
"CE-SFS-24-2019";"Innovative and citizen-driven food system approaches in cities";"EU.3.2.2.1.";"Informed consumer choices"
"CE-SFS-24-2019";"Innovative and citizen-driven food system approaches in cities";"EU.3.2.2.2.";"Healthy and safe foods and diets for all"
"CE-SFS-25-2018";"Integrated system innovation in valorising urban biowaste";"EU.3.2.2.1.";"Informed consumer choices"
"CE-SFS-25-2018";"Integrated system innovation in valorising urban biowaste";"EU.3.2.4.1.";"Fostering the bio-economy for bio-based industries"
"CE-SFS-39-2019";"High-quality organic fertilisers from biogas digestate";"EU.3.2.4.1.";"Fostering the bio-economy for bio-based industries"
"CE-SPIRE-02-2018";"Processing of material feedstock using non-conventional energy sources (IA)";"EU.2.1.5.3.";"Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries"
"CE-SPIRE-03-2018";"Energy and resource flexibility in highly energy intensive industries (IA 50%)";"EU.2.1.5.3.";"Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries"
"CE-SPIRE-04-2019";"Efficient integrated downstream processes (IA)";"EU.2.1.5.3.";"Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries"
"CE-SPIRE-05-2019";"Adaptation to variable feedstock through retrofitting (IA 50%)";"EU.2.1.5.3.";"Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries"
"CE-SPIRE-10-2018";"Efficient recycling processes for plastic containing materials (IA)";"EU.2.1.5.3.";"Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries"
"CIP-01-2016-2017";"Prevention, detection, response and mitigation of the combination of physical and cyber threats to the critical infrastructure of Europe.";"EU.3.7.2.";"Protect and improve the resilience of critical infrastructures, supply chains and tranport modes"
"CIP-01-2016-2017";"Prevention, detection, response and mitigation of the combination of physical and cyber threats to the critical infrastructure of Europe.";"EU.3.7.4.";"Improve cyber security"
"CIRC-01-2016-2017";"Systemic, eco-innovative approaches for the circular economy: large-scale demonstration projects";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CIRC-02-2016-2017";"Water in the context of the circular economy";"EU.3.5.2.2.";"Developing integrated approaches to address water-related challenges and the transition to sustainable management and use of water resources and services"
"CIRC-02-2016-2017";"Water in the context of the circular economy";"EU.3.5.2.3.";"Provide knowledge and tools for effective decision making and public engagement"
"CIRC-02-2016-2017";"Water in the context of the circular economy";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CIRC-03-2016";"Smart Specialisation for systemic eco-innovation/circular economy";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CIRC-04-2016";"New models and economic incentives for circular economy business";"EU.3.5.4.";"Enabling the transition towards a green economy and society through eco-innovation"
"CIRC-05-2016";"Unlocking the potential of urban organic waste";"EU.3.2.4.1.";"Fostering the bio-economy for bio-based industries"
"CIRC-05-2016";"Unlocking the potential of urban organic waste";"EU.3.2.4.3.";"Supporting market development for bio-based products and processes"
"CLEANAIR-01-2015";"Horizon Prize – Materials for Clean Air";"EU.2.1.2.";"Nanotechnologies"
"CO-CREATION-01-2017";"Education and skills: empowering Europe’s young innovators";"EU.3.6.1.1.";"The mechanisms to promote smart, sustainable and inclusive growth"
"CO-CREATION-01-2017";"Education and skills: empowering Europe’s young innovators";"EU.3.6.2.";"Innovative societies"
"CO-CREATION-02-2016";"User-driven innovation: value creation through design-enabled innovation";"EU.3.6.2.";"Innovative societies"
"CO-CREATION-03-2016";"Piloting demand-driven collaborative innovation models in Europe";"EU.3.6.2.";"Innovative societies"
"CO-CREATION-04-2017";"Applied co-creation to deliver public services";"EU.3.6.2.2.";"Explore new forms of innovation, with special emphasis on social innovation and creativity and understanding how all forms of innovation are developed, succeed or fail"
"CO-CREATION-05-2016";"Co-creation between public administrations: once-only principle";"EU.3.6.2.2.";"Explore new forms of innovation, with special emphasis on social innovation and creativity and understanding how all forms of innovation are developed, succeed or fail"
"CO-CREATION-06-2017";"Policy-development in the age of big data: data-driven policy-making, policy-modelling and policy-implementation";"EU.3.6.2.2.";"Explore new forms of innovation, with special emphasis on social innovation and creativity and understanding how all forms of innovation are developed, succeed or fail"
"CO-CREATION-07-2017";"Towards a new growth strategy in Europe - Improved economic and social measurement, data and official statistics";"EU.3.6.1.1.";"The mechanisms to promote smart, sustainable and inclusive growth"
"CO-CREATION-07-2017";"Towards a new growth strategy in Europe - Improved economic and social measurement, data and official statistics";"EU.3.6.2.";"Innovative societies"
"CO-CREATION-08-2016-2017";"Better integration of evidence on the impact of research and innovation in policy making";"EU.3.6.2.";"Innovative societies"
"CO-CREATION-09-2016";"A European map of knowledge production and co-creation in support of research and innovation for societal challenges";"EU.3.6.2.";"Innovative societies"
"COMPET-01-2014";"Technologies for European non-dependence and competitiveness";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-01-2015";"Technologies for European non-dependence and competitiveness";"EU.2.1.6.";"Space"
"COMPET-02-2014";"Independent access to space";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-02-2015";"Independent access to space";"EU.2.1.6.";"Space"
"COMPET-03-2014";"In-Space electrical propulsion and station keeping";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-03-2015";"Bottom-up space technologies at low TRL";"EU.2.1.6.";"Space"
"COMPET-04-2014";"Space Robotics Technologies";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-04-2015";"Space exploration – Habitat management";"EU.2.1.6.";"Space"
"COMPET-05-2014";"In-Orbit demonstration/Validation (IOD/IOV)";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-05-2015";"Scientific exploitation of astrophysics, comets, and planetary data";"EU.2.1.6.";"Space"
"COMPET-06-2014";"Bottom-up space technologies at low TRL";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-06-2015";"International Cooperation in space science";"EU.2.1.6.";"Space"
"COMPET-07-2014";"Space exploration – Life support";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-08-2014";"Science in context: sample curation facility and scientific exploitation of data from Mars missions";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-09-2014";"Technology “demonstrator projects” for exploration";"EU.2.1.6.4.";"Enabling European research in support of international space partnerships"
"COMPET-10-2014";"Outreach through education";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-11-2014";"Transnational and international cooperation among NCPs";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-1-2016";"Technologies for European non-dependence and competitiveness";"EU.2.1.6.1.1.";"Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems"
"COMPET-1-2016";"Technologies for European non-dependence and competitiveness";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-1-2017";"Technologies for European non-dependence and competitiveness";"EU.2.1.6.1.1.";"Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems"
"COMPET-1-2017";"Technologies for European non-dependence and competitiveness";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-2-2016";"Maturing satellite communication technologies";"EU.2.1.6.1.1.";"Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems"
"COMPET-2-2016";"Maturing satellite communication technologies";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-2-2017";"Competitiveness in Earth observation mission technologies";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-2-2017";"Competitiveness in Earth observation mission technologies";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-3-2016-a";"SRC - In-Space electrical propulsion and station keeping - Incremental Technologies";"EU.2.1.6.1.1.";"Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems"
"COMPET-3-2016-a";"SRC - In-Space electrical propulsion and station keeping - Incremental Technologies";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-3-2016-b";"SRC - In-Space electrical propulsion and station keeping - Disruptive Technologies";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-3-2016-b";"SRC - In-Space electrical propulsion and station keeping - Disruptive Technologies";"EU.2.1.6.1.1.";"Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems"
"COMPET-3-2016-b";"SRC - In-Space electrical propulsion and station keeping - Disruptive Technologies";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-3-2017";"High speed data chain";"EU.2.1.6.1.";"Enabling European competitiveness, non-dependence and innovation of the European space sector"
"COMPET-3-2017";"High speed data chain";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-3-2017";"High speed data chain";"EU.2.1.6.3.";"Enabling exploitation of space data"
"COMPET-4-2016";"SRC - Space Robotics Technologies";"EU.2.1.6.1.1.";"Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems"
"COMPET-4-2016";"SRC - Space Robotics Technologies";"EU.2.1.6.1.2.";"Boost innovation between space and non-space sectors"
"COMPET-4-2016";"SRC - Space Robotics Technologies";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-4-2017";"Scientific data exploitation";"EU.2.1.6.3.";"Enabling exploitation of space data"
"COMPET-5-2016";"Scientific Instrumentation";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-5-2017";"Space Weather";"EU.2.1.6.1.1.";"Safeguard and further develop a competitive, sustainable and entrepreneurial space industry and research community and strengthen European non-dependence in space systems"
"COMPET-5-2017";"Space Weather";"EU.2.1.6.2.";"Enabling advances in space technology"
"COMPET-6-2017";"Space portal";"EU.2.1.6.3.";"Enabling exploitation of space data"
"COMPET-7-2017";"Technology transfer and business generators";"EU.2.1.6.1.2.";"Boost innovation between space and non-space sectors"
"COST-Networking-2015";"COST-Networking-2015";"EU.4.e.";"Supporting access to international networks for excellent researchers and innovators who lack sufficient involvement in European and international networks"
"CULT-COOP-01-2017";"Democratic discourses and the rule of law";"EU.3.6.1.2.";"Trusted organisations, practices, services and policies that are necessary to build resilient, inclusive, participatory, open and creative societies in Europe, in particular taking into account migration, integration and demographic change"
"CULT-COOP-02-2017";"Improving mutual understanding among Europeans by working through troubled pasts";"EU.3.6.3.1.";"Study European heritage, memory, identity, integration and cultural interaction and translation, including its representations in cultural and scientific collections, archives and museums, to better inform and understand the present by richer interpretati"
"CULT-COOP-02-2017";"Improving mutual understanding among Europeans by working through troubled pasts";"EU.3.6.3.2.";"Research into European countries' and regions' history, literature, art, philosophy and religions and how these have informed contemporary European diversity"
"CULT-COOP-03-2017";"Cultural literacy of young generations in Europe";"EU.3.6.3.2.";"Research into European countries' and regions' history, literature, art, philosophy and religions and how these have informed contemporary European diversity"
"CULT-COOP-04-2017";"Contemporary histories of Europe in artistic and creative practices";"EU.3.6.3.1.";"Study European heritage, memory, identity, integration and cultural interaction and translation, including its representations in cultural and scientific collections, archives and museums, to better inform and understand the present by richer interpretati"
"CULT-COOP-05-2017";"Religious diversity in Europe - past, present and future";"EU.3.6.3.2.";"Research into European countries' and regions' history, literature, art, philosophy and religions and how these have informed contemporary European diversity"
"CULT-COOP-06-2017";"Participatory approaches and social innovation in culture";"EU.3.6.2.2.";"Explore new forms of innovation, with special emphasis on social innovation and creativity and understanding how all forms of innovation are developed, succeed or fail"
"CULT-COOP-06-2017";"Participatory approaches and social innovation in culture";"EU.3.6.3.";"Reflective societies - cultural heritage and European identity"
"CULT-COOP-07-2017";"Cultural heritage of European coastal and maritime regions";"EU.3.6.3.1.";"Study European heritage, memory, identity, integration and cultural interaction and translation, including its representations in cultural and scientific collections, archives and museums, to better inform and understand the present by richer interpretati"
"CULT-COOP-08-2016";"Virtual museums and social platform on European digital heritage, memory, identity and cultural interaction.";"EU.3.6.3.1.";"Study European heritage, memory, identity, integration and cultural interaction and translation, including its representations in cultural and scientific collections, archives and museums, to better inform and understand the present by richer interpretati"
"CULT-COOP-09-2017";"European cultural heritage, access and analysis for a richer interpretation of the past.";"EU.3.6.3.1.";"Study European heritage, memory, identity, integration and cultural interaction and translation, including its representations in cultural and scientific collections, archives and museums, to better inform and understand the present by richer interpretati"
"CULT-COOP-10-2017";"Culture, integration and European public space";"EU.3.6.3.";"Reflective societies - cultural heritage and European identity"
"CULT-COOP-11-2016-2017";"Understanding the transformation of European public administrations";"EU.3.6.3.";"Reflective societies - cultural heritage and European identity"
"CULT-COOP-12-2017";"The significance of cultural and core values for the migration challenge";"EU.3.6.1.1.";"The mechanisms to promote smart, sustainable and inclusive growth"
"CULT-COOP-12-2017";"The significance of cultural and core values for the migration challenge";"EU.3.6.1.2.";"Trusted organisations, practices, services and policies that are necessary to build resilient, inclusive, participatory, open and creative societies in Europe, in particular taking into account migration, integration and demographic change"
"CULT-COOP-12-2017";"The significance of cultural and core values for the migration challenge";"EU.3.6.3.1.";"Study European heritage, memory, identity, integration and cultural interaction and translation, including its representations in cultural and scientific collections, archives and museums, to better inform and understand the present by richer interpretati"
"DRS-01-2015";"Crisis management topic 1: potential of current and new measures and technologies to respond to extreme weather and climate events";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-02-2014";"Crisis management topic 2: Tools for detection, traceability, triage and individual monitoring of victims after a mass CBRNE contamination and/or exposure";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-03-2015";"Crisis management topic 3: Demonstration activity on large scale disasters and crisis management and resilience of EU external assets against major identified threats or causes of crisis";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-04-2014";"Crisis management topic 4: Feasibility study for strengthening capacity-building for health and security protection in case of large-scale pandemics – Phase I Demo";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-05-2014";"Crisis management topic 5: Situation awareness of Civil Protection decision-making solutions – preparing the ground for a Pre-commercial Procurement (PCP)";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-06-2015";"Crisis management topic 6: Addressing standardisation opportunities in support of increasing disaster resilience";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-07-2014";"Crisis management topic 7: Crises and disaster resilience – operationalizing resilience concepts";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-08-2014";"Crisis management topic 8: Trans-national co-operation among National Contact Points (NCPs) for Security";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-09-2014";"Disaster Resilience & Climate Change topic 1: Science and innovation for adaptation to climate change: from assessing costs, risks and opportunities to demonstration of options and practices";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"DRS-09-2014";"Disaster Resilience & Climate Change topic 1: Science and innovation for adaptation to climate change: from assessing costs, risks and opportunities to demonstration of options and practices";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-09-2015";"Disaster Resilience & Climate Change topic 1: Science and innovation for adaptation to climate change: from assessing costs, risks and opportunities to demonstration of options and practices";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"DRS-09-2015";"Disaster Resilience & Climate Change topic 1: Science and innovation for adaptation to climate change: from assessing costs, risks and opportunities to demonstration of options and practices";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-10-2015";"Disaster Resilience & Climate Change topic 2: Natural Hazards: Towards risk reduction science and innovation plans at national and European level";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"DRS-10-2015";"Disaster Resilience & Climate Change topic 2: Natural Hazards: Towards risk reduction science and innovation plans at national and European level";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-11-2015";"Disaster Resilience & Climate Change topic 3: Mitigating the impacts of climate change and natural hazards on cultural heritage sites, structures and artefacts";"EU.3.5.";"Climate action, environment,  resource efficiency and raw materials"
"DRS-11-2015";"Disaster Resilience & Climate Change topic 3: Mitigating the impacts of climate change and natural hazards on cultural heritage sites, structures and artefacts";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-12-2015";"Critical Infrastructure Protection topic 1: Critical Infrastructure “smart grid” protection and resilience under “smart meters” threats";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-13-2015";"Critical Infrastructure Protection topic 2: Demonstration activity on tools for adapting building and infrastructure standards and design methodologies in vulnerable locations in the case of natural or man-originated catastrophes";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-14-2015";"Critical Infrastructure Protection topic 3: Critical Infrastructure resilience indicator - analysis and development of methods for assessing resilience";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-15-2015";"Critical Infrastructure Protection topic 4: Protecting potentially hazardous and sensitive sites/areas considering multi-sectorial dependencies";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-16-2014";"Critical Infrastructure Protection topic 6: Improving the aviation security chain";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-17-2014";"Critical infrastructure protection topic 7: SME instrument topic: “Protection of Urban soft targets and urban critical infrastructures”";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"DRS-17-2014";"Critical infrastructure protection topic 7: SME instrument topic: “Protection of Urban soft targets and urban critical infrastructures”";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-17-2014-1";"Critical infrastructure protection topic 7: SME instrument topic: “Protection of Urban soft targets and urban critical infrastructures”";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"DRS-17-2014-1";"Critical infrastructure protection topic 7: SME instrument topic: “Protection of Urban soft targets and urban critical infrastructures”";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-17-2015";"Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
"DRS-17-2015";"Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-17-2015-1";"Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures";"EU.2.3.1.";" Mainstreaming SME support, especially through a dedicated instrument"
